new_source_id,source_id,experiment,harvest_year,plots,start_date,end_date,record_type,record_orig,flag,record,rate,unit,water_volume,water_volume_unit,prefix
3303,116,R/BK/1,1968,winter wheat,10-Apr-68,,diary record,'Nitro-Chalk' applied (plot 20 omitted in error),1,Nitro-Chalk applied (plot 20 omitted in error),,,,,
3304,117,R/BK/1,1968,winter wheat,04-May-68,,diary record,all sections except 8 and 9 sprayed with ioxynil at 9 oz and mecoprop at 27 oz in 20 gals,1,All sections except 8 and 9 sprayed with ioxynil,9,oz/acre,20,gallons/acre,all sections except 8 and 9 sprayed with 
3304,117,R/BK/1,1968,winter wheat,04-May-68,,diary record,all sections except 8 and 9 sprayed with ioxynil at 9 oz and mecoprop at 27 oz in 20 gals,1,All sections except 8 and 9 sprayed with mecoprop,27,oz/acre,20,gallons/acre,all sections except 8 and 9 sprayed with 
3305,118,R/BK/1,1968,winter wheat,06-May-68,,diary record,"section 9 sprayed with ioxynil at 9 oz and mecoprop at 27 oz in 20 gals, section 5 sprayed with ioxynil at 7.5 oz and mecoprop at 22.5 oz in 20 gals and sections 0, 1, 3 and 4 resprayed with ioxynil at 6 oz and mecoprop at 18 oz in 20 gals. The second spray was applied because of rain during spring on 4th May",1,Section 9 sprayed with ioxynil,9,oz/acre,20,gallons/acre,
3305,118,R/BK/1,1968,winter wheat,06-May-68,,diary record,"section 9 sprayed with ioxynil at 9 oz and mecoprop at 27 oz in 20 gals, section 5 sprayed with ioxynil at 7.5 oz and mecoprop at 22.5 oz in 20 gals and sections 0, 1, 3 and 4 resprayed with ioxynil at 6 oz and mecoprop at 18 oz in 20 gals. The second spray was applied because of rain during spring on 4th May",1,Section 9 sprayed with mecoprop,27,oz/acre,20,gallons/acre,
3305,118,R/BK/1,1968,winter wheat,06-May-68,,diary record,"section 9 sprayed with ioxynil at 9 oz and mecoprop at 27 oz in 20 gals, section 5 sprayed with ioxynil at 7.5 oz and mecoprop at 22.5 oz in 20 gals and sections 0, 1, 3 and 4 resprayed with ioxynil at 6 oz and mecoprop at 18 oz in 20 gals. The second spray was applied because of rain during spring on 4th May",1,Section 5 sprayed with ioxynil,7.5,oz/acre,20,gallons/acre,
3305,118,R/BK/1,1968,winter wheat,06-May-68,,diary record,"section 9 sprayed with ioxynil at 9 oz and mecoprop at 27 oz in 20 gals, section 5 sprayed with ioxynil at 7.5 oz and mecoprop at 22.5 oz in 20 gals and sections 0, 1, 3 and 4 resprayed with ioxynil at 6 oz and mecoprop at 18 oz in 20 gals. The second spray was applied because of rain during spring on 4th May",1,Section 5 sprayed with mecoprop,22.5,oz/acre,20,gallons/acre,
3305,118,R/BK/1,1968,winter wheat,06-May-68,,diary record,"section 9 sprayed with ioxynil at 9 oz and mecoprop at 27 oz in 20 gals, section 5 sprayed with ioxynil at 7.5 oz and mecoprop at 22.5 oz in 20 gals and sections 0, 1, 3 and 4 resprayed with ioxynil at 6 oz and mecoprop at 18 oz in 20 gals. The second spray was applied because of rain during spring on 4th May",1,"Sections 0, 1, 3 and 4 resprayed with ioxynil. The second spray was applied because of rain during spring on 4th May",6,oz/acre,20,gallons/acre,
3305,118,R/BK/1,1968,winter wheat,06-May-68,,diary record,"section 9 sprayed with ioxynil at 9 oz and mecoprop at 27 oz in 20 gals, section 5 sprayed with ioxynil at 7.5 oz and mecoprop at 22.5 oz in 20 gals and sections 0, 1, 3 and 4 resprayed with ioxynil at 6 oz and mecoprop at 18 oz in 20 gals. The second spray was applied because of rain during spring on 4th May",1,"Sections 0, 1, 3 and 4 resprayed with mecoprop. The second spray was applied because of rain during spring on 4th May",18,oz/acre,20,gallons/acre,
3306,119,R/BK/1,1968,winter wheat,17-Jun-68,,diary record,'Nitro-chalk' applied to plot 20,1,Nitro-chalk applied to plot 20,,,,,
3307,120,R/BK/1,1968,winter wheat,26-Aug-68,,diary record,combine harvested,1,Combine harvested,,,,,
3308,121,R/BK/1,1968,potatoes,29-Apr-68,,diary record,machine planted,1,Machine planted,,,,,
3309,122,R/BK/1,1968,potatoes,20-May-68,,diary record,grubbed,1,Grubbed,,,,,
3310,123,R/BK/1,1968,potatoes,28-May-68,,diary record,rotary ridged,1,Rotary ridged,,,,,
3311,124,R/BK/1,1968,potatoes,19-Jun-68,,diary record,grubbed and then rotary ridged,1,Grubbed,,,,,
3311,124,R/BK/1,1968,potatoes,19-Jun-68,,diary record,grubbed and then rotary ridged,1,Rotary ridged,,,,,
3312,125,R/BK/1,1968,potatoes,04-Jul-68,,diary record,sprayed with mancozeb at 1.2 lb in 37 gals,1,Sprayed with mancozeb,1.2,lb/acre,37,gallons/acre,sprayed with
3313,126,R/BK/1,1968,potatoes,19-Jul-68,,diary record,sprayed with mancozeb at 1.2 lb and demeton-s-methyl at 3.5 oz in 37 gals,1,Sprayed with mancozeb,1.2,lb/acre,37,gallons/acre,sprayed with
3313,126,R/BK/1,1968,potatoes,19-Jul-68,,diary record,sprayed with mancozeb at 1.2 lb and demeton-s-methyl at 3.5 oz in 37 gals,1,Sprayed with demeton-s-methyl,3.5,oz/acre,37,gallons/acre,sprayed with
3314,127,R/BK/1,1968,potatoes,05-Aug-68,,diary record,sprayed with mancozeb at 1.2 lb in 37 gals,1,Sprayed with mancozeb,1.2,lb/acre,37,gallons/acre,sprayed with
3315,128,R/BK/1,1968,potatoes,31-Aug-68,,diary record,sprayed with undiluted BOV at 20 gals,1,Sprayed with undiluted BOV,20,g/ha,,,sprayed with
3316,129,R/BK/1,1968,potatoes,13-Sep-68,,diary record,Haulm destroyed mechanically,1,Haulm mechanically destroyed,,,,,
3317,130,R/BK/1,1968,potatoes,19-Sep-68,,diary record,lifted,1,Lifted,,,,,
3318,131,R/BK/1,1968,spring beans,04-Mar-68,,diary record,seed drilled at 200 lb,1,Seed drilled,200,lb/acre,,,
3319,132,R/BK/1,1968,spring beans,05-Mar-68,,diary record,sprayed with simazine at 1 lb in 33 gals,1,Sprayed with simazine,1,lb/acre,33,gallons/acre,sprayed with
3320,133,R/BK/1,1968,spring beans,26-Mar-68,,diary record,'Nitro-chalk' applied,1,Nitro-chalk,,,,,
3321,134,R/BK/1,1968,spring beans,22-Jun-68,,diary record,1.04 lb phorate applied in granules,1,Phorate applied as granules,1.04,lb/acre,,,
3322,135,R/BK/1,1968,spring beans,06-Sep-68,,diary record,combine harvested,1,Combine harvested,,,,,
3323,136,R/BK/1,1968,fallow section,28-May-68,,diary record,ploughed second time,1,Ploughed second time,,,,,
3324,137,R/BK/1,1968,fallow section,05-Aug-68,,diary record,ploughed third time,1,Ploughed third time,,,,,
3325,138,R/BK/1,1968,cultivations to section 00,21-Sep-67,,diary record,As section 0 except- rotary cultivated,1,As section 0 except- rotary cultivated,,,,,
3326,139,R/BK/1,1968,cultivations to section 00,27-Sep-67,,diary record,Methyl bromide applied,1,Methyl bromide applied,,,,,
3327,140,R/BK/1,1968,cultivations to section 00,25-Aug-68,,diary record,combine harvested,1,Combine harvested,,,,,
3328,141,R/BK/1,1969,all sections,25-Sep-68,,diary record,autumn fertilizers applied,1,Autumn fertilizers applied,,,,,
3329,142,R/BK/1,1969,all sections,04-Oct-68,,diary record,FYM applied,1,FYM applied,,,,,
3330,143,R/BK/1,1969,all sections,01-Oct-68,05-Oct-68,diary record,ploughed,1,Ploughed,,,,,
3331,144,R/BK/1,1969,winter wheat,05-Sep-68,10-Sep-68,diary record,paraquat at 0.75 lb ion in 20 gals to all sections except 6 (following fallow) and 8 (no weedkillers) applied,1,Paraquat to all sections except 6 (following fallow) and 8 (no weedkillers) applied,0.75,lb ion/acre,20,gallons/acre,
3332,145,R/BK/1,1969,winter wheat,17-Oct-68,,diary record,seed drilled at 180 lb,1,Seed drilled,180,lb/acre,,,
3333,146,R/BK/1,1969,winter wheat,18-Oct-68,,diary record,"terbutryne and related triazines, ('Prebane' at 4 lb in 25 gals) applied to all sections except 8 ",1,Prebane (Terbutryne and related triazines) to all sections except 8,4,lb/acre,25,gallons/acre,
3334,147,R/BK/1,1969,winter wheat,17-Apr-69,,diary record,'Nitro-chalk' applied,1,Nitro-chalk,,,,,
3335,148,R/BK/1,1969,winter wheat,01-May-69,,diary record,"MCPA, mecoprop and Dicamba ('Banlene Plus' at 4 pints in 20 gals) applied to all sections except 8. ",1,"Banlene Plus (Dicamba, Mecoprop, MCPA) to all sections except 8.",4,pints/acre,20,gallons/acre,
3336,149,R/BK/1,1969,winter wheat,29-Aug-69,,diary record,combine harvested,1,Combine harvested,,,,,
3337,150,R/BK/1,1969,winter wheat,21-Aug-69,,diary record,Cultivations to section 00 As above except harvested by small combine,1,Cultivations to section 00 As above except harvested by small combine,,,,,
3338,151,R/BK/1,1969,potatoes,05-Sep-68,,diary record,paraquat at 0.75 lb ion in 20 gals applied,1,Paraquat,0.75,lb ion/acre,20,gallons/acre,
3339,152,R/BK/1,1969,potatoes,09-Apr-69,,diary record,'Nitro-chalk' applied,1,Nitro-chalk,,,,,
3340,153,R/BK/1,1969,potatoes,10-Apr-69,,diary record,potatoes machine planted,1,Potatoes machine planted,,,,,
3341,154,R/BK/1,1969,potatoes,12-May-69,,diary record,paraquat at 0.375 lb ion plus linuron at 0.75 lb in 37 gals applied,1,Paraquat,0.375,lb ion/acre,37,gallons/acre,
3341,154,R/BK/1,1969,potatoes,12-May-69,,diary record,paraquat at 0.375 lb ion plus linuron at 0.75 lb in 37 gals applied,1,Linuron,0.75,lb/acre,37,gallons/acre,
3342,155,R/BK/1,1969,potatoes,18-Jun-69,,diary record,grubbed,1,Grubbed,,,,,
3343,156,R/BK/1,1969,potatoes,23-Jun-69,,diary record,rotary ridged,1,Rotary ridged,,,,,
3344,157,R/BK/1,1969,potatoes,15-Jul-69,,diary record,mancozeb at 1.2 lb in 37 gals applied,1,Mancozeb applied,1.2,lb/acre,37,gallons/acre,
3345,158,R/BK/1,1969,potatoes,04-Aug-69,,diary record,mancozeb at 1.2 lb and demeton-s-methyl at 3.5 oz in 37 gals applied,1,Mancozeb,1.2,lb/acre,37,gallons/acre,
3345,158,R/BK/1,1969,potatoes,04-Aug-69,,diary record,mancozeb at 1.2 lb and demeton-s-methyl at 3.5 oz in 37 gals applied,1,Demeton-s-methyl,3.5,oz/acre,37,gallons/acre,
3346,159,R/BK/1,1969,potatoes,22-Aug-69,,diary record,mancozeb at 1.2 lb in 37 gals applied,1,Mancozeb applied,1.2,lb/acre,37,gallons/acre,
3347,160,R/BK/1,1969,potatoes,04-Aug-69,,diary record,demeton-s-methyl at 3.5 oz in 37 gals (no weedkiller) applied,1,Demeton-s-methyl (no weedkiller),3.5,oz/acre,37,gallons/acre,
3348,161,R/BK/1,1969,potatoes,20-Sep-69,,diary record,"Haulm destroyed mechanically (except treatments N2, N2P, N2PNa and R, where Haulm died early)",1,"Haulm destroyed mechanically (except treatments N2, N2P, N2PNa and R, where Haulm died early)",,,,,
3349,162,R/BK/1,1969,potatoes,25-Sep-69,,diary record,lifted,1,Lifted,,,,,
3350,163,R/BK/1,1969,spring beans,24-Mar-69,,diary record,seed drilled at 200 lb,1,Seed drilled,200,lb/acre,,,
3351,164,R/BK/1,1969,spring beans,09-Apr-69,,diary record,'Nitro-chalk' applied,1,Nitro-chalk,,,,,
3352,165,R/BK/1,1969,spring beans,19-Jun-69,,diary record,demeton-s-methyl at 3.5 oz in 37 gals (no weedkiller) applied,1,Demeton-s-methyl (no weedkiller),3.5,oz/acre,37,gallons/acre,
3353,166,R/BK/1,1969,spring beans,10-Sep-69,,diary record,combine harvested,1,Combine harvested,,,,,
3354,167,R/BK/1,1969,fallow section,05-Sep-68,,diary record,paraquat at 0.75 lb ion in 20 gals applied,1,Paraquat,0.75,lb ion/acre,20,gallons/acre,
3355,168,R/BK/1,1969,fallow section,13-May-69,,diary record,ploughed second time,1,Ploughed second time,,,,,
3356,169,R/BK/1,1969,fallow section,08-Jul-69,,diary record,ploughed third time,1,Ploughed third time,,,,,
3357,170,R/BK/1,1970,winter wheat,12-Sep-69,,diary record,rotary cultivated,1,Rotary cultivated,,,,,
3358,171,R/BK/1,1970,all sections,29-Sep-69,,diary record,Autumn fertilizers applied,1,Autumn fertilizers applied,,,,,
3359,172,R/BK/1,1970,all sections,01-Oct-69,,diary record,"Plot 01 shallow rotary cultivated to incorporate fertiliser, FYM applied",1,Plot 01 shallow rotary cultivated to incorporate fertiliser,,,,,
3359,172,R/BK/1,1970,all sections,01-Oct-69,,diary record,"Plot 01 shallow rotary cultivated to incorporate fertiliser, FYM applied",1,FYM applied,,,,,
3360,173,R/BK/1,1970,all sections,02-Oct-69,04-Oct-69,diary record,Ploughed ,1,Ploughed,,,,,
3361,174,R/BK/1,1970,winter wheat,12-Sep-69,,diary record,rotary cultivated,1,Rotary cultivated,,,,,
3362,175,R/BK/1,1970,winter wheat,13-Oct-69,,diary record,"all plots rotary cultivated second time, plots 15 - 19, sections 0 and 1 rotary cultivated third time",1,All plots rotary cultivated second time,,,,,
3362,175,R/BK/1,1970,winter wheat,13-Oct-69,,diary record,"all plots rotary cultivated second time, plots 15 - 19, sections 0 and 1 rotary cultivated third time",1,"Plots 15 - 19, sections 0 and 1 rotary cultivated third time",,,,,
3363,176,R/BK/1,1970,winter wheat,15-Oct-69,,diary record,seed drilled at 180 lb,1,Seed drilled,180,lb/acre,,,
3364,177,R/BK/1,1970,winter wheat,17-Oct-69,,diary record,terbutryne and related triazines ('Prebane' at 4 lb in 20 gals) applied to all sections except 8 (no weedkillers),1,Prebane (Terbutryne and related triazines) to all sections except 8 (no weedkillers),4,lb/acre,20,gallons/acre,
3365,178,R/BK/1,1970,winter wheat,30-Apr-70,,diary record,N applied,1,N applied,,,,,
3366,179,R/BK/1,1970,winter wheat,06-May-70,,diary record,"MCPA, mecoprop and Dicamba ('Banlene Plus' at 4 pints in 20 gals)  applied to all sections except 8",1,"Banlene Plus (Dicamba, Mecoprop, MCPA) to all sections except 8.",4,pints/acre,20,gallons/acre,
3367,180,R/BK/1,1970,winter wheat,27-Aug-70,,diary record,combine harvested,1,Combine harvested,,,,,
3368,181,R/BK/1,1970,potatoes,12-Sept-196,,diary record,Rotary cultivated,1,Rotary cultivated,,,,,
3369,182,R/BK/1,1970,potatoes,17-Apr-70,,diary record,N applied,1,N applied,,,,,
3370,183,R/BK/1,1970,potatoes,30-Apr-70,,diary record,"plots rotary cultivated, potatoes machine planted",1,Plots rotary cultivated,,,,,
3370,183,R/BK/1,1970,potatoes,30-Apr-70,,diary record,"plots rotary cultivated, potatoes machine planted",1,Potatoes machine planted,,,,,
3371,184,R/BK/1,1970,potatoes,20-May-70,,diary record,paraquat at 0.375 lb ion plus linuron at 1 lb in 20 gals applied,1,Paraquat,0.375,lb ion/acre,20,gallons/acre,
3371,184,R/BK/1,1970,potatoes,20-May-70,,diary record,paraquat at 0.375 lb ion plus linuron at 1 lb in 20 gals applied,1,Linuron,1,lb/acre,20,gallons/acre,
3372,185,R/BK/1,1970,potatoes,30-Jun-70,,diary record,"all plots except 1, 21, 22, 7, 8, 9, 13, 15 grubbed and rotary ridged",1,"All plots except 1, 21, 22, 7, 8, 9, 13, 15 grubbed",,,,,
3372,185,R/BK/1,1970,potatoes,30-Jun-70,,diary record,"all plots except 1, 21, 22, 7, 8, 9, 13, 15 grubbed and rotary ridged",1,"All plots except 1, 21, 22, 7, 8, 9, 13, 15 rotary ridged",,,,,
3373,186,R/BK/1,1970,potatoes,28-Jul-70,,diary record,mancozeb at 1.2 lb in 40 gals and demeton-s-methyl at 3.5 oz applied,1,Mancozeb,1.2,lb/acre,40,gallons/acre,
3373,186,R/BK/1,1970,potatoes,28-Jul-70,,diary record,mancozeb at 1.2 lb in 40 gals and demeton-s-methyl at 3.5 oz applied,1,Demeton-s-methyl,3.5,oz/acre,40,gallons/acre,
3374,187,R/BK/1,1970,potatoes,14-Aug-70,,diary record,mancozeb at 1.2 lb in 40 gals applied,1,Mancozeb applied,1.2,lb/acre,40,gallons/acre,
3375,188,R/BK/1,1970,potatoes,03-Sep-70,,diary record,sprayed with undiluted BOV at 15 gals,1,Sprayed with undiluted BOV,15,gallons/acre,,,sprayed with
3376,189,R/BK/1,1970,potatoes,15-Sep-70,,diary record,lifted,1,Lifted,,,,,
3377,190,R/BK/1,1970,spring beans,21-Mar-70,,diary record,seed drilled at 200 lb,1,Seed drilled,200,lb/acre,,,
3378,191,R/BK/1,1970,spring beans,17-Apr-70,,diary record,N applied,1,N applied,,,,,
3379,192,R/BK/1,1970,spring beans,19-Jun-70,,diary record,demeton-s-methyl at 3.5 oz in 40 gals applied,1,Demeton-s-methyl,3.5,oz/acre,40,gallons/acre,
3380,193,R/BK/1,1970,spring beans,02-Sep-70,,diary record,combine harvested,1,Combine harvested,,,,,
3381,194,R/BK/1,1970,fallow section,12-Sep-69,,diary record,rotary cultivated,1,Rotary cultivated,,,,,
3382,195,R/BK/1,1970,fallow section,20-May-70,,diary record,ploughed second time,1,Ploughed second time,,,,,
3383,196,R/BK/1,1970,fallow section,09-Jul-70,,diary record,ploughed third time,1,Ploughed third time,,,,,
3384,197,R/BK/1,1971,all sections,18-Sep-70,,diary record,autumn fertilizers applied,1,Autumn fertilizers applied,,,,,
3385,198,R/BK/1,1971,all sections,22-Sep-70,,diary record,FYM applied,1,FYM applied,,,,,
3386,199,R/BK/1,1971,all sections,21-Sep-70,23-Sep-70,diary record,ploughed,1,Ploughed,,,,,
3387,200,R/BK/1,1971,winter wheat,11-Sep-70,,diary record,paraquat at 0.84 kg ion in 225 1 applied to section 0 only,1,Paraquat (applied to section 0 only),0.84,kg ion/ha,225,l/ha,(applied to section 0 only)
3388,201,R/BK/1,1971,winter wheat,09-Oct-70,,diary record,seed drilled at 202 kg,1,Seed drilled,202,kg/ha,,,
3389,202,R/BK/1,1971,winter wheat,10-Oct-70,,diary record,terbutryne and related triazines ('Prebane' at 4.48 kg in 225 l) applied,1,Prebane (Terbutryne and related triazines),4.48,kg/ha,225,l/ha,
3390,203,R/BK/1,1971,winter wheat,08-Apr-71,,diary record,N applied,1,N applied,,,,,
3391,204,R/BK/1,1971,winter wheat,15-Apr-71,,diary record,"MCPA, mecoprop and Dicamba ('Banlene Plus' at 5.6 1 in 225 l) applied to all sections except 8 ",1,"Banlene Plus (Dicamba, Mecoprop, MCPA) to all sections except 8.",5.6,l/ha,225,l/ha,
3392,205,R/BK/1,1971,winter wheat,28-Jul-71,,diary record,"plot 19, section 8 cut green and all produce removed (because of excessive weed infestation) and then deep-tine cultivated twice",1,"Plot 19, section 8 cut green and all produce removed (because of excessive weed infestation)",,,,,
3392,205,R/BK/1,1971,winter wheat,28-Jul-71,,diary record,"plot 19, section 8 cut green and all produce removed (because of excessive weed infestation) and then deep-tine cultivated twice",1,"Plot 19, section 8 deep-tine cultivated twice",,,,,
3393,206,R/BK/1,1971,winter wheat,27-Aug-71,,diary record,combine harvested,1,Combine harvested,,,,,
3394,207,R/BK/1,1971,potatoes,04-Feb-71,,diary record,paraquat at 0.56 kg ion in 225 1 applied,1,Paraquat,0.56,kg ion/ha,225,l/ha,
3395,208,R/BK/1,1971,potatoes,02-Apr-71,,diary record,"N applied, plots rotary cultivated",1,N applied,,,,,
3395,208,R/BK/1,1971,potatoes,02-Apr-71,,diary record,"N applied, plots rotary cultivated",1,Plots rotary cultivated,,,,,
3396,209,R/BK/1,1971,potatoes,03-Apr-71,,diary record,potatoes machine planted,1,Potatoes machine planted,,,,,
3397,210,R/BK/1,1971,potatoes,08-May-71,,diary record,Linuron at 0.84 kg plus paraquat at 0.42 kg ion in 427 l applied,1,Linuron,0.84,kg/ha,427,l/ha,
3397,210,R/BK/1,1971,potatoes,08-May-71,,diary record,Linuron at 0.84 kg plus paraquat at 0.42 kg ion in 427 l applied,1,Paraquat,0.42,kg ion/ha,427,l/ha,
3398,211,R/BK/1,1971,potatoes,03-Jun-71,,diary record,"plots 0l, 21, 22 grubbed",1,"Plots 01, 21, 22 grubbed",,,,,
3399,212,R/BK/1,1971,potatoes,04-Jun-71,,diary record,"plots 0l, 21, 22 rotary ridged",1,"Rotary ridged plots 01, 21, 22",,,,,
3400,213,R/BK/1,1971,potatoes,05-Jun-71,,diary record,remaining plots grubbed,1,Remaining plots grubbed,,,,,
3401,214,R/BK/1,1971,potatoes,10-Jun-71,,diary record,and rotary ridged,1,Rotary ridged,,,,,
3402,215,R/BK/1,1971,potatoes,23-Jun-71,,diary record,mancozeb at 1.34 kg in 438 l applied,1,Mancozeb,1.34,kg/ha,438,l/ha,
3403,216,R/BK/1,1971,potatoes,16-Aug-71,,diary record,mancozeb at 1.34 kg in 438 l applied,1,Mancozeb,1.34,kg/ha,438,l/ha,
3404,217,R/BK/1,1971,potatoes,26-Aug-71,,diary record,Haulm destroyed mechanically,1,Haulm mechanically destroyed,,,,,
3405,218,R/BK/1,1971,potatoes,14-Sep-71,,diary record,lifted,1,Lifted,,,,,
3406,219,R/BK/1,1971,spring beans,04-Feb-71,,diary record,paraquat at 0.56 kg ion in 225 1 applied,1,Paraquat,0.56,kg ion/ha,225,l/ha,
3407,220,R/BK/1,1971,spring beans,24-Feb-71,,diary record,N applied,1,N applied,,,,,
3408,221,R/BK/1,1971,spring beans,25-Feb-71,,diary record,seed drilled at 224 kg,1,Seed drilled,224,kg/ha,,,
3409,222,R/BK/1,1971,spring beans,01-Jul-71,,diary record,demeton-s-methyl at 245 g in 438 l applied,1,Demeton-s-methyl,245,g/ha,438,l/ha,
3410,223,R/BK/1,1971,spring beans,02-Sep-71,,diary record,combine harvested,1,Combine harvested,,,,,
3411,224,R/BK/1,1971,fallow section,19-Apr-71,,diary record,ploughed second time,1,Ploughed second time,,,,,
3412,225,R/BK/1,1971,fallow section,08-Jul-71,,diary record,ploughed third time,1,Ploughed third time,,,,,
3413,226,R/BK/1,1972,all sections,21-Sep-71,,diary record,autumn fertiliser applied,1,Autumn fertiliser applied,,,,,
3414,227,R/BK/1,1972,all sections,29-Sep-71,,diary record,FYM applied,1,FYM applied,,,,,
3415,228,R/BK/1,1972,all sections,30-Sep-71,,diary record,Ploughed,1,Ploughed,,,,,
3416,229,R/BK/1,1972,winter wheat,10-Sep-71,,diary record,"aminotriazole at 4.5 kg plus ammonium thiocyanate at 4.2 kg in 220 l applied (not applied to section 6, first wheat crop after fallow) ",1,"Aminotriazole (not applied to section 6, first wheat crop after fallow)",4.5,kg/ha,220,l/ha,"(not applied to section 6, first wheat crop after fallow)"
3416,229,R/BK/1,1972,winter wheat,10-Sep-71,,diary record,"aminotriazole at 4.5 kg plus ammonium thiocyanate at 4.2 kg in 220 l applied (not applied to section 6, first wheat crop after fallow) ",1,"Ammonium thiocyanate (not applied to section 6, first wheat crop after fallow)",4.2,kg/ha,220,l/ha,"(not applied to section 6, first wheat crop after fallow)"
3417,230,R/BK/1,1972,winter wheat,22-Oct-71,,diary record,seed drilled,1,Seed drilled,,,,,
3418,231,R/BK/1,1972,winter wheat,25-Oct-71,,diary record,terbutryne and related triazines ('Prebane' at 4.5 kg in 220 l) applied,1,Prebane (Terbutryne and related triazines),4.5,kg/ha,220,l/ha,
3419,232,R/BK/1,1972,winter wheat,18-Apr-72,,diary record,N applied,1,N applied,,,,,
